dataset,backbone,feature_object,training_method,heldout_subject,seed,normalized_overlap,raw_overlap,rank_Y,rank_D,null_mean,null_ci_hi,feature_norm,cov_condition_number,effective_rank,top_singular_value,config_hash,git_sha
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,0.032543222105249785,0.09762966631574935,3,7,0.10870894030417362,0.1182197953785733,13.548631177658192,858.994579766983,40.83341617027406,246.21292292092826,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,0.02809983614509282,0.08429950843527846,3,7,0.1027502827462231,0.11009762858336732,14.780938946838909,1040.4005364697284,41.7963294601864,273.61677868725434,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,0.05859741736464591,0.17579225209393773,3,7,0.11403036793378143,0.12491009891419277,13.530813531983032,677.6122825251161,43.60833866051564,215.02765609439743,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,0.023044214422954807,0.06913264326886442,3,7,0.11187993986674832,0.12135939873905649,12.546285054841588,641.8557230750419,42.619508190724716,205.99239571386363,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,0.02783855262092293,0.0835156578627688,3,7,0.10085240801004508,0.1067257468281565,13.112837750568021,710.6741204464997,43.150227029529525,235.57145821503795,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,0,0.05578017905317497,0.1673405371595249,3,7,0.10721673059688178,0.11761026363935419,13.63117484873366,578.3441964399381,43.98727082174974,228.93080590100362,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,1,0.03462626955041549,0.10387880865124648,3,7,0.10768508164648177,0.11536145063540358,14.423167788627353,1487.309006809202,41.02222331467241,290.47027658509626,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,6,2,0.03164716669977689,0.09494150009933067,3,7,0.10597678039242933,0.11257197268083119,13.226569715767276,773.8085270069267,43.69688524150414,251.08241155692957,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,7,0,0.03548319894166212,0.10644959682498635,3,7,0.10901969044547062,0.12005999145981981,13.356752794779643,1089.7769891098947,41.76000030985089,236.25729308519087,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,7,1,0.03964752296193924,0.11894256888581772,3,7,0.10637084678737435,0.11482996740457391,15.24326833909497,1291.7310250825478,40.15370246001649,314.6459895645004,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,7,2,0.030754333830147428,0.09226300149044228,3,7,0.10258181273149918,0.10905486258257628,13.942583438444096,1483.9201128503855,40.09591676820284,274.6656949964956,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,8,0,0.04900617746792454,0.1470185324037736,3,7,0.10367307106427111,0.11402316839425766,15.22370012877199,1555.6459279965272,40.2219193115962,322.8407786500324,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,8,1,0.041237110369363845,0.12371133110809153,3,7,0.1074677988098856,0.11428088338795764,15.908110516930384,1609.8839036207455,40.77874382184734,324.96671988603754,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,8,2,0.024299725306168404,0.07289917591850521,3,7,0.10349278732348065,0.1096848757977986,13.49223632536868,817.7601363176973,43.072448720260475,253.94127855261794,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,9,0,0.07227323520418717,0.2168197056125615,3,7,0.10792419670159385,0.12037848544424613,13.984397863636758,1030.5904316154147,42.07852616278026,255.71904640179577,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,9,1,0.037817406684584456,0.11345222005375337,3,7,0.1082141331873715,0.11593267421849891,14.783882147411262,825.1054506578936,41.78914832962014,298.6987738495961,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,9,2,0.03377379622939953,0.1013213886881986,3,7,0.10557454714533364,0.11361908165953677,12.766760166625486,477.3597860746583,45.20386432647687,207.41832544686466,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
