dataset,backbone,feature_object,training_method,heldout_subject,seed,config_hash,git_sha,kind,pair,consistency,ci_lo,ci_hi,perm_p,snr,n_clusters
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.08564799015679726,0.019028925473868835,0.15353813778641615,0.07462686567164178,1.1997007002550697,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.07783979976207682,0.0005144435130054401,0.14995886086924443,0.07960199004975124,1.801434125905834,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.2245903400780896,0.11405985582771175,0.3222146635590864,0.004975124378109453,1.556414605673482,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.22780832176024743,0.07606996667196864,0.3481321158339378,0.009950248756218905,1.5179182002681824,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.30365984118622086,0.2506822800210879,0.3603587560798441,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.2280094993648834,0.1309605179232838,0.31524708723490347,0.009950248756218905,1.125601047528285,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.15394216083653606,0.10146303688357847,0.2100459845364956,0.01990049751243781,1.3292430140668925,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.29404705529194436,0.19653149262256092,0.3780282821515862,0.004975124378109453,0.9321379279454156,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.12284658762255037,0.07078525969363197,0.1724028847296483,0.03482587064676617,1.1669015844826374,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.5260287449202047,0.4061755735263388,0.6098247509475965,0.004975124378109453,1.3494238919220716,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.497084999081206,0.402639621625712,0.5681314673694609,0.004975124378109453,1.1411569800839945,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.2808053717105714,0.23514690483117415,0.3261641587276013,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.300941307846348,0.21963645249635713,0.38200963470804083,0.004975124378109453,1.1891172795382292,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.2910590611128768,0.2200028890978355,0.3513143563705638,0.004975124378109453,1.17993786892096,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.19351745792856592,0.11583305726535374,0.26863281209185386,0.004975124378109453,1.0550363134970369,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.11923115308023265,0.05241030916364329,0.17522216701398047,0.024875621890547265,1.6247569611709558,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.4184125471940764,0.28670490108308827,0.5245548403937766,0.004975124378109453,1.4481546029882602,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.36167070310132876,0.25289042981126486,0.45372508768193565,0.004975124378109453,1.3925939375380108,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.24656597980229658,0.18859492105945438,0.30147466651865107,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.2556240382934333,0.1813788222635343,0.32842769078219686,0.004975124378109453,1.3158003570803058,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.2362244762527743,0.10630496305111288,0.34543992874643825,0.009950248756218905,1.3436862811957702,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.0936994666655399,-0.014081082823065055,0.18754357472568992,0.04477611940298507,1.0181702006392181,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.11755727295979138,0.035871905712277975,0.1915743678496485,0.014925373134328358,1.952564807718031,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.34647860765095617,0.1871916259226155,0.45606999582303637,0.004975124378109453,1.5717504171682701,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.42981201699128474,0.27068506127536873,0.5289538718348541,0.004975124378109453,1.5438321782488,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.33897036711221734,0.2807822050250063,0.39629291291961843,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.35254311363414204,0.2197567987317244,0.4517654802007598,0.004975124378109453,1.1095549143423509,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.2579755438763184,0.15041099095758884,0.34528330621687087,0.004975124378109453,1.0757677747317902,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.2479861789847288,0.1396492829882733,0.3471762492976667,0.004975124378109453,1.042648333806259,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.14565628822837326,0.08948434887612994,0.20069333493372918,0.029850746268656716,1.7827222738928967,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.5302669017805821,0.39687887779441616,0.6250320685817113,0.004975124378109453,1.6100206172159448,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,2,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.49939417616915954,0.37117913617181436,0.5976566337007778,0.004975124378109453,1.4960427304244195,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.20898290345402668,0.1728197407784386,0.24403831633730533,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.23642962759394545,0.16831685241470473,0.30494693587743027,0.004975124378109453,1.104445535738115,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.26763718990192004,0.20212684212802184,0.3283029280961103,0.004975124378109453,1.1190812431634534,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.10350084733333194,0.04946209248465004,0.1675738829036892,0.04477611940298507,1.0252208427062603,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.13922623231145112,0.09408027004930228,0.18721156689505222,0.024875621890547265,1.2237239290544124,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.26711386452169855,0.15188109386327253,0.36713838582692393,0.004975124378109453,1.3118595221650173,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.239989659061813,0.14993320056210563,0.32532030985986565,0.004975124378109453,1.2231881194973493,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.14929162899115764,0.09958836398448784,0.196712358662366,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.1951550604085272,0.10921064119351641,0.2756913687505642,0.004975124378109453,1.2982159503497108,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.2085543585883618,0.08394479186937967,0.3043987735634067,0.004975124378109453,1.4798881695371646,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.010029927309790146,-0.07191396336015322,0.08224230747522342,0.31840796019900497,1.0524255518598662,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.0593471603029745,-0.01339241729453684,0.1134879932430209,0.07960199004975124,1.507749883062004,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.20882141843446425,0.07460748825506373,0.3215590279523344,0.009950248756218905,1.4495666132616172,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.2138418489028278,0.06285662159546185,0.3361881825286676,0.009950248756218905,1.4964330470164209,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.26905889426311974,0.22182917632454305,0.31677083806703143,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.25032071211556206,0.16821654765603966,0.3267214034616415,0.004975124378109453,1.3878904254846325,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.2639854133423603,0.18339411038388811,0.3421564632770602,0.004975124378109453,1.2660313430137577,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.20348501050981369,0.12157271126327006,0.28000389845086193,0.004975124378109453,0.9893212723685955,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.12347959834578472,0.07325756137436262,0.1767518428321766,0.03482587064676617,1.6155781536657117,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.35179607116813244,0.18169229800853426,0.4804437764798824,0.004975124378109453,1.4466625197167364,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,3,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.42128656009706517,0.32920302036768057,0.5028059445163525,0.004975124378109453,1.281343000357541,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.24366738595267642,0.20357706402236012,0.28404202133707673,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.2695200913499534,0.1836197983498965,0.35646414023627726,0.004975124378109453,1.218092008368898,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.22893712602223468,0.12933411610581694,0.32138906596842287,0.004975124378109453,1.306660395235324,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.15444785941266873,0.09440438997853773,0.2140145673712124,0.024875621890547265,1.056000314137801,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.17155688073118042,0.1064426902635614,0.2358080732693229,0.014925373134328358,1.630441340850571,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.36376072112019203,0.26246304393500786,0.4563281970482125,0.004975124378109453,1.4045934550766315,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.2737816370798293,0.17560803729504246,0.3611836679730438,0.004975124378109453,1.4525428073331252,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.2173180251047849,0.16275892894104887,0.27015516010214635,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.2528866019496341,0.14226387633081508,0.36028722655834466,0.004975124378109453,1.1956517450994884,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.2130326639066027,0.10433677208418851,0.3149785549175765,0.004975124378109453,1.2464957064965325,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.0953935462818967,-0.01901033441237445,0.19399387923776992,0.07462686567164178,1.1420904637610974,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.1681200743057613,0.09370860394159546,0.2345162253247022,0.009950248756218905,1.414940365481364,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.31920159169581047,0.15884691823454142,0.436473863630363,0.004975124378109453,1.4655004887105063,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.255273672489004,0.08083482059554642,0.4021852548770129,0.004975124378109453,1.5854316964264208,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.330549024966804,0.28209353484677935,0.37787469939599094,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.3071728581647952,0.2133296826731456,0.389659288077424,0.004975124378109453,1.2647162355000112,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.36297500078355743,0.25340335227989813,0.453642337382111,0.004975124378109453,1.244927604138627,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.3290484330627968,0.24386182393541844,0.407231208464195,0.004975124378109453,1.00724005878318,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.11603953111487494,0.047624987961245105,0.17640162026514494,0.029850746268656716,1.6140336189451754,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.42552347400344165,0.31157154462688064,0.5244564699627474,0.004975124378109453,1.5565537141899202,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,4,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.442534852671358,0.3416450324409986,0.5233454063623177,0.004975124378109453,1.5625097348153996,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.2559461746404427,0.2065920553571535,0.3056993456876084,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.24230957102943854,0.10975197586546168,0.3564605099004132,0.004975124378109453,1.3236534456132698,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.23445873051406915,0.16617663613737443,0.3046644700935633,0.004975124378109453,1.252881826250495,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.17122424993492238,0.08847482289377623,0.25295309627555906,0.004975124378109453,1.1061695240303895,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.09759940416409497,0.03948910563224046,0.15055127931793993,0.03482587064676617,1.7963232018174617,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.41768563842442086,0.2989890237938727,0.508895739358888,0.004975124378109453,1.5310305143990477,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,0,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.3723994537757105,0.25067758224170056,0.457565454393172,0.004975124378109453,1.4987559533321173,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.28026876346438073,0.2257076109991714,0.33198486296917107,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.29684601093569934,0.21199167463431673,0.3819477040901207,0.004975124378109453,1.2730756442418898,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.31975537109975266,0.23592511927654045,0.4021351483084542,0.004975124378109453,1.3697292213490793,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.14690714571706995,0.01922950531388408,0.24582890413129121,0.024875621890547265,1.1359740952261559,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.12684261744596226,0.04642390878165891,0.19766255004325228,0.024875621890547265,1.7648515097053479,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v3,0.4305213862992929,0.341576749125533,0.5126244802738477,0.004975124378109453,1.606239849142326,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,1,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,2v3,0.36074004928850706,0.18886368814682633,0.4657061357281335,0.004975124378109453,1.6254261142087356,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_macro,macro,0.331158181162758,0.285954328107959,0.3744321467238132,,,6
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v1,0.3242515257245176,0.22934206425943998,0.4057445653740043,0.004975124378109453,1.3380335989036183,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v2,0.3617503133066157,0.316775290961555,0.40887188856258333,0.004975124378109453,1.4226312332501443,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,0v3,0.23296002954338643,0.1411481196242524,0.31821438522136225,0.004975124378109453,1.0153020470157714,8
BNCI2014_001,dgcnn_forward_graph_adapter,graph_z,erm,5,2,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,multiclass_pair,1v2,0.17781411634638242,0.0965221504168819,0.24968060274510304,0.004975124378109453,1.7788411738799497,8
