check,status,blocking,evidence
implementation_hash::slurm_c78s_analysis.sh,PASS,0,b0d87eeb7b4c958a6e6928ba8540a7abcbaf5031b889675187a3a124c88b50a2
implementation_hash::slurm_c78s_red_team.sh,PASS,0,06178f12014b889d3268c0fd76093aa4eea3de1413a45ded32ecac3ef4bda06b
implementation_hash::slurm_c78s_regression.sh,PASS,0,6818c47a24087b741df09404c2b9587c2d16dbe58da5b5a2e2ebcb35d1f3fe7b
analysis_no_torch_import,PASS,0,"[""__future__"", ""argparse"", ""collections"", ""joblib"", ""json"", ""math"", ""numpy"", ""os"", ""pathlib"", ""typing""]"
analysis_no_EEG_loader_import,PASS,0,"[""__future__"", ""argparse"", ""collections"", ""joblib"", ""json"", ""math"", ""numpy"", ""os"", ""pathlib"", ""typing""]"
H1_H6_exact,PASS,0,"[""H1"", ""H2"", ""H3"", ""H4"", ""H5"", ""H6""]"
null_replicates_locked,PASS,0,499
bootstrap_replicates_locked,PASS,0,2000
feature_paths_locked,PASS,0,"[""strict_source_F2_given_F0_F1"", ""target_unlabeled_F4_geometry_given_F0_F1_F3"", ""target_unlabeled_F4_full_mixed_secondary"", ""construction_F5_given_F0_F1_F3_F4_geometry""]"
geometry_prefixes_locked,PASS,0,"[5, 10, 20, 40]"
oracle_stage_not_run,PASS,0,not_run_in_C78S
no_label_payload_read_before_lock,PASS,0,"{""quarantined_label_payload_reads_by_C78S"": 0, ""scientific_outcomes_computed_by_C78S"": 0, ""seed4_access"": 0}"
no_outcomes_before_lock,PASS,0,"{""quarantined_label_payload_reads_by_C78S"": 0, ""scientific_outcomes_computed_by_C78S"": 0, ""seed4_access"": 0}"
