check,status,blocking,evidence
split_oracle_zero,PASS,0,"[{""construction_rows"": ""280"", ""construction_sha256"": ""bf6fa50f1211c8e5dbbafde7513735095d7622efea3d381dd6ffe8ba79cd0840"", ""evaluation_rows"": ""296"", ""evaluation_sha256"": ""1d356d4c912a94c8a31f9becb6776ec21ab5be58c53adb8f7cc18986e5421894"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""1"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""283"", ""construction_sha256"": ""dbe30bde60c7083f48b0bbc3d7cbdefe566fccf31e741d6a3c2fae83c30f64ea"", ""evaluation_rows"": ""293"", ""evaluation_sha256"": ""f5cded74913ccf38f7642fc61d4d3a0bea730ab8047c01a1c376fb7835b82fc2"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""2"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""271"", ""construction_sha256"": ""b18b803301b61ef86f9297abbbbe7f3465bd031b3c34398c24d6d8d84ad395d3"", ""evaluation_rows"": ""305"", ""evaluation_sha256"": ""50d2fd855cce99981768290d272bbe2df4d48588285d9fc7d13339831e41acdc"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""3"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""280"", ""construction_sha256"": ""31bb1979e7332c1f0b88f1c7093290658a24231af56544f735c0eb8161dd0ca5"", ""evaluation_rows"": ""296"", ""evaluation_sha256"": ""7645a5071d194c68cd67dd971e2572c545061b17c56f8653dfae0243b65f26e9"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""5"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""291"", ""construction_sha256"": ""922e99ae972990d572ac620d5c4e289295e2249f178aef7d9b0cfbd3e32b9aa4"", ""evaluation_rows"": ""285"", ""evaluation_sha256"": ""f75fbf28c7d5cdf8fbf14e7e68568e1da02134d9e74f2b36292b51f0a1df3f95"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""6"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""264"", ""construction_sha256"": ""470352bab9f24bf03f7b113f311e7593bd7f4a66776f414acfb5e7e904b408c0"", ""evaluation_rows"": ""312"", ""evaluation_sha256"": ""efb1bfff7e0101ffe0ef16200538d69161f770e24b0abb5c8e96410dc7ac74a9"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""7"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""282"", ""construction_sha256"": ""fb37c45c54a88b83fe0883c35923e0616002e71b52688af34ad37ea2994690e5"", ""evaluation_rows"": ""294"", ""evaluation_sha256"": ""271d23a9801ea53af8436a243d244f3aee42207b45aa05f0c296492ce3761342"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""8"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""284"", ""construction_sha256"": ""9484c5ae01425f6ce0503a71e04718c5533808d85c03597602ed952725cd8c31"", ""evaluation_rows"": ""292"", ""evaluation_sha256"": ""cd4e6cf44856c5806f352bf7300736ec883c19ff3e4ac414892f38bb0b12bcbb"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""9"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}]"
split_trial_id_not_predictor,PASS,0,"[{""construction_rows"": ""280"", ""construction_sha256"": ""bf6fa50f1211c8e5dbbafde7513735095d7622efea3d381dd6ffe8ba79cd0840"", ""evaluation_rows"": ""296"", ""evaluation_sha256"": ""1d356d4c912a94c8a31f9becb6776ec21ab5be58c53adb8f7cc18986e5421894"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""1"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""283"", ""construction_sha256"": ""dbe30bde60c7083f48b0bbc3d7cbdefe566fccf31e741d6a3c2fae83c30f64ea"", ""evaluation_rows"": ""293"", ""evaluation_sha256"": ""f5cded74913ccf38f7642fc61d4d3a0bea730ab8047c01a1c376fb7835b82fc2"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""2"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""271"", ""construction_sha256"": ""b18b803301b61ef86f9297abbbbe7f3465bd031b3c34398c24d6d8d84ad395d3"", ""evaluation_rows"": ""305"", ""evaluation_sha256"": ""50d2fd855cce99981768290d272bbe2df4d48588285d9fc7d13339831e41acdc"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""3"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""280"", ""construction_sha256"": ""31bb1979e7332c1f0b88f1c7093290658a24231af56544f735c0eb8161dd0ca5"", ""evaluation_rows"": ""296"", ""evaluation_sha256"": ""7645a5071d194c68cd67dd971e2572c545061b17c56f8653dfae0243b65f26e9"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""5"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""291"", ""construction_sha256"": ""922e99ae972990d572ac620d5c4e289295e2249f178aef7d9b0cfbd3e32b9aa4"", ""evaluation_rows"": ""285"", ""evaluation_sha256"": ""f75fbf28c7d5cdf8fbf14e7e68568e1da02134d9e74f2b36292b51f0a1df3f95"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""6"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""264"", ""construction_sha256"": ""470352bab9f24bf03f7b113f311e7593bd7f4a66776f414acfb5e7e904b408c0"", ""evaluation_rows"": ""312"", ""evaluation_sha256"": ""efb1bfff7e0101ffe0ef16200538d69161f770e24b0abb5c8e96410dc7ac74a9"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""7"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""282"", ""construction_sha256"": ""fb37c45c54a88b83fe0883c35923e0616002e71b52688af34ad37ea2994690e5"", ""evaluation_rows"": ""294"", ""evaluation_sha256"": ""271d23a9801ea53af8436a243d244f3aee42207b45aa05f0c296492ce3761342"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""8"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}, {""construction_rows"": ""284"", ""construction_sha256"": ""9484c5ae01425f6ce0503a71e04718c5533808d85c03597602ed952725cd8c31"", ""evaluation_rows"": ""292"", ""evaluation_sha256"": ""cd4e6cf44856c5806f352bf7300736ec883c19ff3e4ac414892f38bb0b12bcbb"", ""overlap_rows"": ""0"", ""passed"": ""1"", ""row_order_used_as_predictor"": ""0"", ""same_label_oracle_accessed"": ""0"", ""target_id"": ""9"", ""trial_id_used_as_predictor"": ""0"", ""union_rows"": ""576""}]"
oracle_descriptor_absent,PASS,0,"{""passed"": ""1"", ""primary_route_contains_oracle_descriptor"": ""0"", ""reason"": ""not_required_for_registered_H1_H6_and_not_authorized_as_primary_input"", ""same_label_oracle_view_opened"": ""0"", ""terminal_oracle_stage_run"": ""0""}"
oracle_not_opened,PASS,0,"{""passed"": ""1"", ""primary_route_contains_oracle_descriptor"": ""0"", ""reason"": ""not_required_for_registered_H1_H6_and_not_authorized_as_primary_input"", ""same_label_oracle_view_opened"": ""0"", ""terminal_oracle_stage_run"": ""0""}"
terminal_oracle_not_run,PASS,0,"{""passed"": ""1"", ""primary_route_contains_oracle_descriptor"": ""0"", ""reason"": ""not_required_for_registered_H1_H6_and_not_authorized_as_primary_input"", ""same_label_oracle_view_opened"": ""0"", ""terminal_oracle_stage_run"": ""0""}"
feature_registry_F0_F5,PASS,0,"[""F0"", ""F1"", ""F2"", ""F3"", ""F4"", ""F5""]"
feature_dimensions,PASS,0,"[""9"", ""25"", ""25"", ""18"", ""35"", ""15""]"
trial_id_never_feature,PASS,0,"[{""block"": ""F0"", ""dimension"": ""9"", ""factorization_status"": ""functional_metadata_baseline"", ""formula"": ""regime_onehot[3]+level_onehot[2]+order_scaled+source_bAcc+source_NLL+source_ECE"", ""information_class"": ""metadata_plus_strict_source_endpoints"", ""predictor_trial_id"": ""0"", ""target_labels"": ""0""}, {""block"": ""F1"", ""dimension"": ""25"", ""factorization_status"": ""function_level"", ""formula"": ""exact_C75_registered_source_logits_probabilities_calibration_block"", ""information_class"": ""strict_source_functional"", ""predictor_trial_id"": ""0"", ""target_labels"": ""0""}, {""block"": ""F2"", ""dimension"": ""25"", ""factorization_status"": ""architecture_tied_nonidentified"", ""formula"": ""exact_C75_registered_z_spectrum_W_geometry_alignment_block"", ""information_class"": ""strict_source_architecture_tied"", ""predictor_trial_id"": ""0"", ""target_labels"": ""0""}, {""block"": ""F3"", ""dimension"": ""18"", ""factorization_status"": ""function_level_target_unlabeled"", ""formula"": ""exact_C75_registered_target_logits_probabilities_common_shift_block"", ""information_class"": ""target_unlabeled_functional"", ""predictor_trial_id"": ""0"", ""target_labels"": ""0""}, {""block"": ""F4"", ""dimension"": ""35"", ""factorization_status"": ""first20_architecture_tied_last15_functional_projection"", ""formula"": ""exact_C75_registered_target_z_W_geometry_Wz_projection_block"", ""information_class"": ""target_unlabeled_architecture_tied_mixed"", ""predictor_trial_id"": ""0"", ""target_labels"": ""0""}, {""block"": ""F5"", ""dimension"": ""15"", ""factorization_status"": ""diagnostic_label_derived"", ""formula"": ""exact_C75_registered_split_label_endpoint_block_ranked_within_target_x_level"", ""information_class"": ""target_construction_labels_diagnostic_positive_control"", ""predictor_trial_id"": ""0"", ""target_labels"": ""1""}]"
H1_H6_exact_once,PASS,0,"[""H1"", ""H2"", ""H3"", ""H4"", ""H5"", ""H6""]"
result_H1_H6_match,PASS,0,"[{""Holm_note"": ""positive_evidence_requires_Holm_rejection"", ""Holm_p"": 0.058365758754863814, ""Holm_reject_0.05"": 0, ""absence_claim_rule"": ""actionability_nonqualification_not_null_acceptance"", ""active_after_Holm"": 0, ""active_before_Holm"": 0, ""claim"": ""measurement_control_separation_replicates"", ""effect"": 0.7708629907592237, ""hypothesis"": ""H1"", ""material_gate"": 0, ""raw_p"": 0.011673151750972763}, {""Holm_note"": ""positive_evidence_requires_Holm_rejection"", ""Holm_p"": 1.0, ""Holm_reject_0.05"": 0, ""absence_claim_rule"": ""not_applicable"", ""active_after_Holm"": 0, ""active_before_Holm"": 0, ""claim"": ""effective_multiplicity_top_gap_improve_failure_anatomy_beyond_raw_M"", ""effect"": -9.505920587315757, ""hypothesis"": ""H2"", ""material_gate"": 0, ""raw_p"": 0.896}, {""Holm_note"": ""positive_evidence_requires_Holm_rejection"", ""Holm_p"": 0.012, ""Holm_reject_0.05"": 1, ""absence_claim_rule"": ""transport_and_actionability_gates_not_p_greater_0.05"", ""active_after_Holm"": 1, ""active_before_Holm"": 1, ""claim"": ""local_nonlinear_association_nontransportable_nonactionable"", ""effect"": 0.24265629215048484, ""hypothesis"": ""H3"", ""material_gate"": 1, ""raw_p"": 0.002}, {""Holm_note"": ""nonqualification_does_not_require_accepting_a_null"", ""Holm_p"": 1.0, ""Holm_reject_0.05"": 0, ""absence_claim_rule"": ""registered_candidate_nonqualification_only"", ""active_after_Holm"": 1, ""active_before_Holm"": 1, ""claim"": ""no_registered_strict_source_representation_escape_hatch"", ""effect"": -0.07308583875591457, ""hypothesis"": ""H4"", ""material_gate"": 1, ""raw_p"": 1.0}, {""Holm_note"": ""nonqualification_does_not_require_accepting_a_null"", ""Holm_p"": 1.0, ""Holm_reject_0.05"": 0, ""absence_claim_rule"": ""registered_candidate_nonqualification_only"", ""active_after_Holm"": 1, ""active_before_Holm"": 1, ""claim"": ""no_registered_target_unlabeled_representation_actionable_control"", ""effect"": 0.005176499403102386, ""hypothesis"": ""H5"", ""material_gate"": 1, ""raw_p"": 1.0}, {""Holm_note"": ""positive_evidence_requires_Holm_rejection"", ""Holm_p"": 0.07782101167315175, ""Holm_reject_0.05"": 0, ""absence_claim_rule"": ""not_applicable"", ""active_after_Holm"": 0, ""active_before_Holm"": 1, ""claim"": ""split_label_construction_strongest_registered_nonoracle_positive_control"", ""effect"": 0.40432932651535547, ""hypothesis"": ""H6"", ""material_gate"": 1, ""raw_p"": 0.019455252918287938}]"
Holm_recomputed,PASS,0,"[0.058365758754863814, 1.0, 0.012, 1.0, 1.0, 0.07782101167315175]"
headline_reliability_match,PASS,0,0.7708629907592237
strict_headline_match,PASS,0,-0.07308583875591457
target_headline_match,PASS,0,0.005176499403102386
candidate_gate_two_paths,PASS,0,"[{""all_registered_gates_pass"": ""0"", ""gate_interpretation"": ""no_registered_candidate_qualification"", ""incremental_R2"": ""-0.07308583875591457"", ""leave_regime_median"": ""0.119435571436942"", ""leave_target_median"": ""-0.020575504437867733"", ""material_actionability"": ""1"", ""max_stat_corrected_p"": ""1.0"", ""path"": ""strict_source_F2"", ""positive_targets"": ""4""}, {""all_registered_gates_pass"": ""0"", ""gate_interpretation"": ""no_registered_candidate_qualification"", ""incremental_R2"": ""0.005176499403102386"", ""leave_regime_median"": ""-0.030104329173166938"", ""leave_target_median"": ""0.23309637420066864"", ""material_actionability"": ""1"", ""max_stat_corrected_p"": ""1.0"", ""path"": ""target_unlabeled_F4_geometry"", ""positive_targets"": ""5""}]"
candidate_gate_materiality_explicit,PASS,0,"[{""all_registered_gates_pass"": ""0"", ""gate_interpretation"": ""no_registered_candidate_qualification"", ""incremental_R2"": ""-0.07308583875591457"", ""leave_regime_median"": ""0.119435571436942"", ""leave_target_median"": ""-0.020575504437867733"", ""material_actionability"": ""1"", ""max_stat_corrected_p"": ""1.0"", ""path"": ""strict_source_F2"", ""positive_targets"": ""4""}, {""all_registered_gates_pass"": ""0"", ""gate_interpretation"": ""no_registered_candidate_qualification"", ""incremental_R2"": ""0.005176499403102386"", ""leave_regime_median"": ""-0.030104329173166938"", ""leave_target_median"": ""0.23309637420066864"", ""material_actionability"": ""1"", ""max_stat_corrected_p"": ""1.0"", ""path"": ""target_unlabeled_F4_geometry"", ""positive_targets"": ""5""}]"
association_prediction_separated,PASS,0,"[{""association_is_not_prediction"": ""1"", ""incremental_LORO_R2"": ""-0.35956409315443727"", ""incremental_LOTO_R2"": ""-0.0969500682160025"", ""local_association"": ""0.009668937835331116"", ""material_actionability"": ""1"", ""path"": ""strict_source"", ""prediction_is_not_actionability"": ""1""}, {""association_is_not_prediction"": ""1"", ""incremental_LORO_R2"": ""-0.08579644289995947"", ""incremental_LOTO_R2"": ""-0.21287505480736912"", ""local_association"": ""0.24265629215048484"", ""material_actionability"": ""0"", ""path"": ""target_unlabeled"", ""prediction_is_not_actionability"": ""1""}]"
prediction_actionability_separated,PASS,0,"[{""association_is_not_prediction"": ""1"", ""incremental_LORO_R2"": ""-0.35956409315443727"", ""incremental_LOTO_R2"": ""-0.0969500682160025"", ""local_association"": ""0.009668937835331116"", ""material_actionability"": ""1"", ""path"": ""strict_source"", ""prediction_is_not_actionability"": ""1""}, {""association_is_not_prediction"": ""1"", ""incremental_LORO_R2"": ""-0.08579644289995947"", ""incremental_LOTO_R2"": ""-0.21287505480736912"", ""local_association"": ""0.24265629215048484"", ""material_actionability"": ""0"", ""path"": ""target_unlabeled"", ""prediction_is_not_actionability"": ""1""}]"
