target_id,level,regime,prefix_size,raw_M,effective_M_epsilon_0.05,top_two_gap,top1_miss,selected_true_rank,continuous_regret,standardized_regret,construction_eval_spearman,endpoint_derived_geometry_diagnostic_only
6,0,SRC,40,40,1,0.39583333333333326,0,1,0.0,0.0,0.6300869180597796,1
6,1,OACI,5,5,2,0.02083333333333326,1,2,0.02083333333333326,0.05813953488372075,0.7999999999999999,1
6,1,OACI,10,10,2,0.02083333333333326,1,2,0.02083333333333326,0.038461538461538325,0.8181818181818182,1
6,1,OACI,20,20,2,0.02083333333333326,1,2,0.02083333333333326,0.03355704697986566,0.6120300751879698,1
6,1,OACI,40,40,2,0.02083333333333326,1,2,0.02083333333333326,0.03225806451612892,0.503941071596134,1
6,1,SRC,5,5,1,0.09999999999999998,0,1,0.0,0.0,0.7,1
6,1,SRC,10,10,1,0.09999999999999998,0,1,0.0,0.0,0.29268292682926833,1
6,1,SRC,20,20,1,0.08750000000000002,0,1,0.0,0.0,0.25075308314010525,1
6,1,SRC,40,40,1,0.12499999999999989,0,1,0.0,0.0,0.8009009440566274,1
7,0,OACI,5,5,2,0.008333333333333526,1,2,0.008333333333333526,0.020833333333333807,0.8999999999999998,1
7,0,OACI,10,10,4,0.04166666666666663,0,1,0.0,0.0,0.960490759014502,1
7,0,OACI,20,20,4,0.04166666666666663,0,1,0.0,0.0,0.9364423377544945,1
7,0,OACI,40,40,4,0.04166666666666663,0,1,0.0,0.0,0.840362160594817,1
7,0,SRC,5,5,1,0.32499999999999996,0,1,0.0,0.0,0.6,1
7,0,SRC,10,10,1,0.32499999999999996,0,1,0.0,0.0,0.7212121212121211,1
7,0,SRC,20,20,1,0.2958333333333333,0,1,0.0,0.0,0.5003762227238525,1
7,0,SRC,40,40,1,0.2958333333333333,0,1,0.0,0.0,0.7103312376841512,1
7,1,OACI,5,5,2,0.016666666666666607,0,1,0.0,0.0,0.8999999999999998,1
7,1,OACI,10,10,3,0.016666666666666607,0,1,0.0,0.0,0.7818181818181817,1
7,1,OACI,20,20,3,0.016666666666666607,0,1,0.0,0.0,0.793984962406015,1
7,1,OACI,40,40,4,0.016666666666666607,0,1,0.0,0.0,0.7770739626358123,1
7,1,SRC,5,5,1,0.12916666666666676,1,3,0.31250000000000006,0.7075471698113208,0.6,1
7,1,SRC,10,10,1,0.12916666666666676,1,3,0.31250000000000006,0.6355932203389831,0.6158651076522952,1
7,1,SRC,20,20,1,0.12916666666666676,1,3,0.31250000000000006,0.5395683453237411,0.5056434839989433,1
7,1,SRC,40,40,2,0.033333333333333215,1,2,0.033333333333333215,0.03791469194312783,0.6751900278420724,1
8,0,OACI,5,5,1,0.13333333333333353,1,2,0.13333333333333353,0.28828828828828856,0.7999999999999999,1
8,0,OACI,10,10,2,0.04999999999999982,0,1,0.0,0.0,0.8814630383360937,1
8,0,OACI,20,20,2,0.04999999999999982,0,1,0.0,0.0,0.8299475637661228,1
8,0,OACI,40,40,2,0.04999999999999982,1,4,0.08333333333333337,0.14705882352941183,0.8555675482179802,1
8,0,SRC,5,5,3,0.03749999999999998,1,3,0.04583333333333328,0.21999999999999983,0.49999999999999994,1
8,0,SRC,10,10,3,0.03749999999999998,1,3,0.04583333333333328,0.2037037037037035,0.8181818181818182,1
8,0,SRC,20,20,3,0.03749999999999998,1,3,0.04583333333333328,0.09401709401709392,0.9172310007524452,1
8,0,SRC,40,40,3,0.03749999999999998,1,3,0.04583333333333328,0.06043956043956037,0.897325199436884,1
8,1,OACI,5,5,1,0.14166666666666672,0,1,0.0,0.0,0.9999999999999999,1
8,1,OACI,10,10,1,0.08749999999999991,1,2,0.08749999999999991,0.1735537190082643,0.8666666666666665,1
8,1,OACI,20,20,1,0.08749999999999991,1,2,0.08749999999999991,0.1735537190082643,0.8935289691497366,1
8,1,OACI,40,40,1,0.05833333333333335,1,4,0.14583333333333326,0.16055045871559626,0.8593346868783769,1
8,1,SRC,5,5,1,0.09583333333333344,1,3,0.1166666666666667,0.5490196078431373,0.49999999999999994,1
8,1,SRC,10,10,1,0.13749999999999996,1,4,0.25416666666666665,0.3567251461988304,0.7939393939393938,1
8,1,SRC,20,20,1,0.13749999999999996,1,4,0.25416666666666665,0.3065326633165829,0.8653122648607974,1
8,1,SRC,40,40,2,0.02083333333333348,0,1,0.0,0.0,0.8841660811982391,1
9,0,OACI,5,5,2,0.03750000000000009,1,2,0.03750000000000009,0.07200000000000016,0.7999999999999999,1
9,0,OACI,10,10,1,0.05833333333333324,1,3,0.09583333333333333,0.16546762589928057,0.6383008208640678,1
9,0,OACI,20,20,2,2.220446049250313e-16,1,2,2.220446049250313e-16,3.394312431975e-16,0.8254326561324303,1
9,0,OACI,40,40,5,0.004166666666666763,1,6,0.07916666666666661,0.08119658119658114,0.9172530256121587,1
9,0,SRC,5,5,1,0.07916666666666672,0,1,0.0,0.0,0.8999999999999998,1
9,0,SRC,10,10,1,0.07916666666666661,0,1,0.0,0.0,0.857146816588891,1
9,0,SRC,20,20,2,0.004166666666666652,0,1,0.0,0.0,0.8908954100827688,1
9,0,SRC,40,40,2,0.004166666666666652,0,1,0.0,0.0,0.7650039961305025,1
9,1,OACI,5,5,2,0.04583333333333334,1,3,0.10000000000000003,0.44444444444444453,0.7,1
9,1,OACI,10,10,1,0.2041666666666666,0,1,0.0,0.0,0.5393939393939393,1
9,1,OACI,20,20,1,0.1791666666666667,0,1,0.0,0.0,0.8630549285176823,1
9,1,OACI,40,40,2,0.03750000000000009,0,1,0.0,0.0,0.8610498672513167,1
9,1,SRC,5,5,1,0.062499999999999944,1,3,0.07499999999999996,0.3333333333333332,0.6,1
9,1,SRC,10,10,2,0.041666666666666574,1,4,0.07499999999999996,0.32727272727272716,0.7939393939393938,1
9,1,SRC,20,20,2,0.041666666666666574,1,5,0.07499999999999996,0.16981132075471692,0.7077849315879352,1
9,1,SRC,40,40,1,0.054166666666666696,0,1,0.0,0.0,0.9143286143284254,1
