null,path,kernel,bandwidth_factor,statistic,observed,null_mean,null_p95,uncorrected_p,global_family_max_stat_p,bandwidth_selected_inside_null,null_replicates
checkpoint_block_permutation,strict_source,rbf,2.0,normalized_alignment,-0.0004156570389743006,-0.002154873907437042,-0.001417779480859269,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,rbf,2.0,centered_hsic,0.0737237181077636,0.05068944231288961,0.0583546315951111,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,0.5,normalized_alignment,0.04271326394754943,0.013734480865493287,0.017375968223703575,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,0.5,centered_hsic,0.10104140624594417,0.05739774075054205,0.06263323847456978,0.002,0.992,1,499
checkpoint_block_permutation,strict_source,laplacian,1.0,normalized_alignment,0.020718922421769963,0.006757133085025404,0.00897784567059321,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,1.0,centered_hsic,0.09604110431895059,0.05619579931048329,0.062353930870500555,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,2.0,normalized_alignment,0.007113441667331411,0.0008226855854046586,0.0020223624328288468,0.002,1.0,1,499
checkpoint_block_permutation,strict_source,laplacian,2.0,centered_hsic,0.09197544913899185,0.05564154199648352,0.06193072864839626,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,rbf,0.5,normalized_alignment,0.12063174862626881,0.05145697621652241,0.057319370978227834,0.002,0.246,1,499
checkpoint_block_permutation,target_unlabeled,rbf,0.5,centered_hsic,0.18963302285310654,0.09117984298420813,0.09951720342341898,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,rbf,1.0,normalized_alignment,0.06506229370828186,0.032886960072588976,0.03625618015291873,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,rbf,1.0,centered_hsic,0.21966670712007577,0.11153956538108922,0.12118344154820151,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,rbf,2.0,normalized_alignment,0.016253700270666572,0.007068083220624034,0.008291279677231743,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,rbf,2.0,centered_hsic,0.22098968389774226,0.116680814346091,0.12725585840359235,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,0.5,normalized_alignment,0.10860684708689564,0.04648234950319892,0.05177367603192051,0.002,0.92,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,0.5,centered_hsic,0.19138862453167493,0.09937074328945923,0.10717546669792158,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,1.0,normalized_alignment,0.06920151121318566,0.03142866200658651,0.03461328449618583,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,1.0,centered_hsic,0.2112207359796281,0.10919633675896215,0.11746002927140096,0.002,0.002,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,2.0,normalized_alignment,0.03477167520950593,0.015110102324988607,0.01693378869537355,0.002,1.0,1,499
checkpoint_block_permutation,target_unlabeled,laplacian,2.0,centered_hsic,0.21942040288529233,0.11414836487004895,0.1233961096590419,0.002,0.002,1,499
trajectory_preserving_permutation,strict_source,rbf,0.5,normalized_alignment,0.04693166821796121,0.016059036612225075,0.02049795119892031,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,0.5,centered_hsic,0.09123374740923965,0.046984991179594066,0.05280507053475994,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,1.0,normalized_alignment,0.014670635424378591,0.0065775905246560655,0.008790921334029275,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,1.0,centered_hsic,0.08060429077956287,0.05019995596745554,0.05768596682757665,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,2.0,normalized_alignment,-0.0004156570389743006,-0.0021788742252616547,-0.001375049991370581,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,rbf,2.0,centered_hsic,0.0737237181077636,0.05048301178023613,0.05837764623714607,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,0.5,normalized_alignment,0.04271326394754943,0.013792192663671862,0.017812165277864892,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,0.5,centered_hsic,0.10104140624594417,0.05750399304032044,0.0634480189254149,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,1.0,normalized_alignment,0.020718922421769963,0.006761096660306894,0.009341423307442535,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,1.0,centered_hsic,0.09604110431895059,0.056228394689394945,0.06299001387786707,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,2.0,normalized_alignment,0.007113441667331411,0.00081272365341707,0.002194424469345687,0.002,1.0,1,499
trajectory_preserving_permutation,strict_source,laplacian,2.0,centered_hsic,0.09197544913899185,0.05561220875255053,0.06272803858348518,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,0.5,normalized_alignment,0.12063174862626881,0.0513533080559247,0.056611610919844034,0.002,0.254,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,0.5,centered_hsic,0.18963302285310654,0.09108397372528693,0.09809937748939118,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,1.0,normalized_alignment,0.06506229370828186,0.032741909839406204,0.03584499012875819,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,1.0,centered_hsic,0.21966670712007577,0.11123226393654355,0.11977069606752956,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,2.0,normalized_alignment,0.016253700270666572,0.007002246618340731,0.008123089794302764,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,rbf,2.0,centered_hsic,0.22098968389774226,0.11624113842612252,0.12665654683800667,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,0.5,normalized_alignment,0.10860684708689564,0.0463850908382276,0.05080790432169015,0.002,0.892,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,0.5,centered_hsic,0.19138862453167493,0.09927437549429428,0.10566077241882146,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,1.0,normalized_alignment,0.06920151121318566,0.03132008424065921,0.034364866346005545,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,1.0,centered_hsic,0.2112207359796281,0.10898904238465351,0.11636916102222335,0.002,0.002,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,2.0,normalized_alignment,0.03477167520950593,0.015035751587097546,0.016769203587858127,0.002,1.0,1,499
trajectory_preserving_permutation,target_unlabeled,laplacian,2.0,centered_hsic,0.21942040288529233,0.11386619696166435,0.12164350399988609,0.002,0.002,1,499
candidate_within_target_regime_permutation,strict_source,rbf,0.5,normalized_alignment,0.04693166821796121,0.01185264797215975,0.015812977916496294,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,rbf,0.5,centered_hsic,0.09123374740923965,0.04108013753885367,0.04656188498440169,0.002,0.886,1,499
candidate_within_target_regime_permutation,strict_source,rbf,1.0,normalized_alignment,0.014670635424378591,0.003635695665094101,0.005864213858443749,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,rbf,1.0,centered_hsic,0.08060429077956287,0.04027267710735537,0.046766348334478736,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,rbf,2.0,normalized_alignment,-0.0004156570389743006,-0.0031860634039322894,-0.0023665600731637582,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,rbf,2.0,centered_hsic,0.0737237181077636,0.03885186679976483,0.04646327168515681,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,0.5,normalized_alignment,0.04271326394754943,0.009849565175735804,0.013289022544227444,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,0.5,centered_hsic,0.10104140624594417,0.051609762732006924,0.05685173598559951,0.002,0.22,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,1.0,normalized_alignment,0.020718922421769963,0.004025092663774623,0.0062797877984718175,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,1.0,centered_hsic,0.09604110431895059,0.048232130279466004,0.054132624708196214,0.002,0.574,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,2.0,normalized_alignment,0.007113441667331411,-0.0007481349606528156,0.0005304316327578237,0.002,1.0,1,499
candidate_within_target_regime_permutation,strict_source,laplacian,2.0,centered_hsic,0.09197544913899185,0.046396110958375376,0.05275469568451796,0.002,0.846,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,0.5,normalized_alignment,0.12063174862626881,0.043702078934196725,0.04918035979743759,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,0.5,centered_hsic,0.18963302285310654,0.08127623436059864,0.08880663556120029,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,1.0,normalized_alignment,0.06506229370828186,0.025990496959366463,0.029272100860933674,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,1.0,centered_hsic,0.21966670712007577,0.0933483258157479,0.10217409467805483,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,2.0,normalized_alignment,0.016253700270666572,0.004382079738257431,0.0055808926762089504,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,rbf,2.0,centered_hsic,0.22098968389774226,0.09462051318654835,0.10461941845078583,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,0.5,normalized_alignment,0.10860684708689564,0.03932742498085287,0.044334019090413644,0.002,0.018,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,0.5,centered_hsic,0.19138862453167493,0.08990279304705422,0.09717354705241993,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,1.0,normalized_alignment,0.06920151121318566,0.025600129787900352,0.02881451463999265,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,1.0,centered_hsic,0.2112207359796281,0.09488657743442233,0.10277082841803781,0.002,0.002,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,2.0,normalized_alignment,0.03477167520950593,0.011547181672136761,0.013285045392260423,0.002,1.0,1,499
candidate_within_target_regime_permutation,target_unlabeled,laplacian,2.0,centered_hsic,0.21942040288529233,0.09701484486682971,0.10527647395140177,0.002,0.002,1,499
identity_only_matched_null,strict_source,rbf,0.5,normalized_alignment,0.04693166821796121,0.024531737654792954,0.028677079107816267,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,0.5,centered_hsic,0.09123374740923965,0.07427041277090597,0.08004390769437823,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,1.0,normalized_alignment,0.014670635424378591,0.007271103161340357,0.008974448861833207,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,1.0,centered_hsic,0.08060429077956287,0.06701185838138146,0.07324876037112256,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,2.0,normalized_alignment,-0.0004156570389743006,-0.002447394462375744,-0.00194689709626692,0.002,1.0,1,499
identity_only_matched_null,strict_source,rbf,2.0,centered_hsic,0.0737237181077636,0.06226849421947633,0.06877297740793184,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,0.5,normalized_alignment,0.04271326394754943,0.017013436191955677,0.019907165605172944,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,0.5,centered_hsic,0.10104140624594417,0.08875321325402838,0.093613707459074,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,1.0,normalized_alignment,0.020718922421769963,0.007179567098275115,0.008802686475486354,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,1.0,centered_hsic,0.09604110431895059,0.08203819591735842,0.08754545914963895,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,2.0,normalized_alignment,0.007113441667331411,0.0007634433117709049,0.0016284651851677936,0.002,1.0,1,499
identity_only_matched_null,strict_source,laplacian,2.0,centered_hsic,0.09197544913899185,0.07747250009712371,0.08334456578643713,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,0.5,normalized_alignment,0.12063174862626881,0.08624975115473262,0.09195322894883891,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,0.5,centered_hsic,0.18963302285310654,0.16340201427739195,0.17178540783344295,0.002,0.324,1,499
identity_only_matched_null,target_unlabeled,rbf,1.0,normalized_alignment,0.06506229370828186,0.03980886837878546,0.04231592941828923,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,1.0,centered_hsic,0.21966670712007577,0.18348330244506464,0.1920889661473114,0.002,0.002,1,499
identity_only_matched_null,target_unlabeled,rbf,2.0,normalized_alignment,0.016253700270666572,0.00741448352402027,0.008270573631377546,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,rbf,2.0,centered_hsic,0.22098968389774226,0.18237179996487932,0.19200330070011343,0.002,0.002,1,499
identity_only_matched_null,target_unlabeled,laplacian,0.5,normalized_alignment,0.10860684708689564,0.06656614646536319,0.070830208153361,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,laplacian,0.5,centered_hsic,0.19138862453167493,0.1678318425529417,0.1747288151259169,0.002,0.23,1,499
identity_only_matched_null,target_unlabeled,laplacian,1.0,normalized_alignment,0.06920151121318566,0.038188152026419994,0.040621841623046474,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,laplacian,1.0,centered_hsic,0.2112207359796281,0.1835176718997244,0.19136706451061372,0.002,0.002,1,499
identity_only_matched_null,target_unlabeled,laplacian,2.0,normalized_alignment,0.03477167520950593,0.017648892586409167,0.018947818329515663,0.002,1.0,1,499
identity_only_matched_null,target_unlabeled,laplacian,2.0,centered_hsic,0.21942040288529233,0.18730419466889445,0.19540159006623944,0.002,0.002,1,499
nested_bandwidth_null,strict_source,rbf,0.5,normalized_alignment,0.04693166821796121,0.016105062897153567,0.02038219554314739,0.002,1.0,1,499
nested_bandwidth_null,strict_source,rbf,0.5,centered_hsic,0.09123374740923965,0.04704911733780383,0.05323767981517216,0.002,1.0,1,499
nested_bandwidth_null,strict_source,rbf,1.0,normalized_alignment,0.014670635424378591,0.0066236831874872506,0.008960808865827619,0.002,1.0,1,499
nested_bandwidth_null,strict_source,rbf,1.0,centered_hsic,0.08060429077956287,0.05038266143285885,0.05800270779981252,0.002,1.0,1,499
nested_bandwidth_null,strict_source,rbf,2.0,normalized_alignment,-0.0004156570389743006,-0.002164709347240034,-0.0014087831087204908,0.004,1.0,1,499
nested_bandwidth_null,strict_source,rbf,2.0,centered_hsic,0.0737237181077636,0.050692870498684,0.05870166068749608,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,0.5,normalized_alignment,0.04271326394754943,0.013802443110647244,0.01753440720058084,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,0.5,centered_hsic,0.10104140624594417,0.057518107753949874,0.06304733709698492,0.002,0.998,1,499
nested_bandwidth_null,strict_source,laplacian,1.0,normalized_alignment,0.020718922421769963,0.006789732890930729,0.009171512370384521,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,1.0,centered_hsic,0.09604110431895059,0.056311984832388765,0.06262169466207873,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,2.0,normalized_alignment,0.007113441667331411,0.0008325416513535063,0.002145466628002816,0.002,1.0,1,499
nested_bandwidth_null,strict_source,laplacian,2.0,centered_hsic,0.09197544913899185,0.05573345422309965,0.06269469654917093,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,rbf,0.5,normalized_alignment,0.12063174862626881,0.051493544198670076,0.0569532349752893,0.002,0.274,1,499
nested_bandwidth_null,target_unlabeled,rbf,0.5,centered_hsic,0.18963302285310654,0.09128214753690737,0.09866448013478989,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,rbf,1.0,normalized_alignment,0.06506229370828186,0.032857310907877385,0.036482832484989944,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,rbf,1.0,centered_hsic,0.21966670712007577,0.11162506298355337,0.12165825369760988,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,rbf,2.0,normalized_alignment,0.016253700270666572,0.007046620187161014,0.008278073252947384,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,rbf,2.0,centered_hsic,0.22098968389774226,0.11672465529663306,0.12712262220636183,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,laplacian,0.5,normalized_alignment,0.10860684708689564,0.046488972619836484,0.05118289357481397,0.002,0.914,1,499
nested_bandwidth_null,target_unlabeled,laplacian,0.5,centered_hsic,0.19138862453167493,0.09942640457044086,0.10588525715243709,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,laplacian,1.0,normalized_alignment,0.06920151121318566,0.031416098255777195,0.03471792506208307,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,laplacian,1.0,centered_hsic,0.2112207359796281,0.10925834486230662,0.1176643765816499,0.002,0.002,1,499
nested_bandwidth_null,target_unlabeled,laplacian,2.0,normalized_alignment,0.03477167520950593,0.01509694297026448,0.017082530981192914,0.002,1.0,1,499
nested_bandwidth_null,target_unlabeled,laplacian,2.0,centered_hsic,0.21942040288529233,0.11420693557247852,0.1233244002977384,0.002,0.002,1,499
